date,rank,film
1992-12-16,1,Home Alone 2: Lost in New York
1992-12-17,1,Beauty and the Beast
1992-12-17,1,Home Alone 2: Lost in New York
1992-12-20,1,A Few Good Men
1992-12-23,1,Home Alone 2: Lost in New York
1992-12-24,1,Beauty and the Beast
1992-12-24,1,Home Alone 2: Lost in New York
1992-12-27,1,A Few Good Men
1992-12-30,1,Home Alone 2: Lost in New York
1992-12-31,1,Beauty and the Beast
1992-12-31,1,The Bodyguard
1993-01-01,1,Home Alone 2: Lost in New York
1993-01-03,1,Aladdin
1993-01-03,1,The Bodyguard
1993-01-05,1,Home Alone 2: Lost in New York
1993-01-06,1,Bram Stoker's Dracula
1993-01-07,1,Beauty and the Beast
1993-01-08,1,Home Alone 2: Lost in New York
1993-01-10,1,The Bodyguard
1993-01-10,1,A Few Good Men
1993-01-12,1,The Bodyguard
1993-01-13,1,Bram Stoker's Dracula
1993-01-14,1,The Bodyguard
1993-01-15,1,Home Alone 2: Lost in New York
1993-01-17,1,The Bodyguard
1993-01-19,1,Bram Stoker's Dracula
1993-01-20,1,The Bodyguard
1993-01-21,1,The Bodyguard
1993-01-22,1,The Bodyguard
1993-01-24,1,Aladdin
1993-01-24,1,The Bodyguard
1993-01-26,1,Bram Stoker's Dracula
1993-01-27,1,The Bodyguard
1993-01-28,1,The Bodyguard
1993-01-29,1,The Bodyguard
1993-01-31,1,Aladdin
1993-01-31,1,Bram Stoker's Dracula
1993-02-02,1,Les Visiteurs †
1993-02-03,1,The Bodyguard
1993-02-04,1,Bram Stoker's Dracula
1993-02-05,1,The Bodyguard
1993-02-07,1,Bram Stoker's Dracula
1993-02-07,1,Loaded Weapon 1
1993-02-09,1,Les Visiteurs †
1993-02-10,1,The Bodyguard
1993-02-12,1,The Bodyguard
1993-02-14,1,Bram Stoker's Dracula
1993-02-14,1,Sister Act
1993-02-16,1,Les Visiteurs †
1993-02-17,1,Unforgiven
1993-02-19,1,The Bodyguard
1993-02-21,1,Bram Stoker's Dracula
1993-02-21,1,Groundhog Day
1993-02-21,1,Sister Act
1993-02-23,1,Les Visiteurs †
1993-02-24,1,Unforgiven
1993-02-26,1,A Few Good Men
1993-02-28,1,Under Siege
1993-02-28,1,Sister Act
1993-02-28,1,Falling Down
1993-03-02,1,Les Visiteurs †
1993-03-03,1,Unforgiven
1993-03-05,1,A Few Good Men
1993-03-07,1,Under Siege
1993-03-07,1,Sister Act
1993-03-07,1,Falling Down
1993-03-09,1,Les Visiteurs †
1993-03-10,1,The Last of the Mohicans
1993-03-12,1,The Last of the Mohicans
1993-03-14,1,CB4
1993-03-14,1,Sommersby
1993-03-14,1,Under Siege
1993-03-16,1,Les Visiteurs †
1993-03-17,1,The Last of the Mohicans
1993-03-19,1,The Last of the Mohicans
1993-03-21,1,Teenage Mutant Ninja Turtles III
1993-03-21,1,Scent of a Woman
1993-03-21,1,Sommersby
1993-03-23,1,Les Visiteurs †
1993-03-24,1,Scent of a Woman
1993-03-26,1,The Last of the Mohicans
1993-03-28,1,Forever Young
1993-03-28,1,Sommersby
1993-03-28,1,Teenage Mutant Ninja Turtles III
1993-03-30,1,Les Visiteurs †
1993-03-31,1,Forever Young
1993-04-02,1,The Last of the Mohicans
1993-04-04,1,Cop and a Half
1993-04-04,1,Sommersby
1993-04-04,1,The Jungle Book
1993-04-06,1,Les Visiteurs †
1993-04-07,1,Loaded Weapon 1
1993-04-09,1,The Last of the Mohicans
1993-04-11,1,Forever Young
1993-04-11,1,The Jungle Book
1993-04-11,1,Indecent Proposal
1993-04-13,1,The Jungle Book
1993-04-14,1,Reckless Kelly
1993-04-16,1,The Last of the Mohicans
1993-04-18,1,Indecent Proposal
1993-04-18,1,The Jungle Book
1993-04-18,1,Forever Young
1993-04-20,1,The Jungle Book
1993-04-21,1,Reckless Kelly
1993-04-23,1,RoboCop 3
1993-04-25,1,Indecent Proposal
1993-04-25,1,Sommersby
1993-04-25,1,La Scorta
1993-04-27,1,The Jungle Book
1993-04-28,1,Indecent Proposal
1993-04-30,1,Sister Act
1993-05-02,1,La Scorta
1993-05-02,1,Sommersby
1993-05-02,1,Indecent Proposal
1993-05-04,1,Les Visiteurs †
1993-05-05,1,Indecent Proposal
1993-05-07,1,Sister Act
1993-05-09,1,Indecent Proposal
1993-05-09,1,Groundhog Day
1993-05-09,1,Dragon: The Bruce Lee Story
1993-05-11,1,Les Visiteurs †
1993-05-12,1,Indecent Proposal
1993-05-14,1,Sister Act
1993-05-16,1,Indecent Proposal
1993-05-16,1,Dave
1993-05-18,1,Indecent Proposal
1993-05-19,1,Indecent Proposal
1993-05-21,1,Under Siege
1993-05-23,1,Indecent Proposal
1993-05-23,1,Sliver
1993-05-25,1,Les Visiteurs †
1993-05-26,1,Indecent Proposal
1993-05-28,1,Indecent Proposal
1993-05-30,1,Indecent Proposal
1993-05-30,1,Falling Down
1993-06-01,1,The Piano
1993-06-02,1,Falling Down
1993-06-04,1,Indecent Proposal
1993-06-06,1,Falling Down
1993-06-06,1,Cliffhanger
1993-06-08,1,The Piano
1993-06-09,1,Aladdin
1993-06-10,1,The Piano
1993-06-11,1,Indecent Proposal
1993-06-13,1,Jurassic Park †
1993-06-13,1,Falling Down
1993-06-15,1,The Piano
1993-06-16,1,Aladdin
1993-06-17,1,The Piano
1993-06-18,1,Indecent Proposal
1993-06-20,1,Jurassic Park †
1993-06-20,1,Indecent Proposal
1993-06-22,1,Fanfan
1993-06-23,1,Aladdin
1993-06-24,1,The Piano
1993-06-25,1,Indecent Proposal
1993-06-27,1,Cliffhanger
1993-06-27,1,Jurassic Park †
1993-06-29,1,Made in America
1993-06-30,1,Aladdin
1993-07-01,1,The Piano
1993-07-02,1,Hot Shots! Part Deux
1993-07-04,1,Cliffhanger
1993-07-06,1,Made in America
1993-07-07,1,Aladdin
1993-07-08,1,The Piano
1993-07-09,1,Hot Shots! Part Deux
1993-07-11,1,Cliffhanger
1993-07-11,1,The Firm
1993-07-13,1,RoboCop 3
1993-07-14,1,Cliffhanger
1993-07-15,1,The Piano
1993-07-16,1,Hot Shots! Part Deux
1993-07-18,1,Jurassic Park †
1993-07-18,1,The Firm
1993-07-20,1,Les Visiteurs †
1993-07-21,1,Cliffhanger
1993-07-22,1,The Piano
1993-07-23,1,Jurassic Park †
1993-07-25,1,Jurassic Park †
1993-07-25,1,Poetic Justice
1993-07-27,1,Les Visiteurs †
1993-07-28,1,The Firm
1993-07-29,1,The Piano
1993-07-30,1,Jurassic Park †
1993-08-01,1,Jurassic Park †
1993-08-01,1,Rising Sun
1993-08-03,1,Les Visiteurs †
1993-08-04,1,The Firm
1993-08-05,1,The Piano
1993-08-06,1,Jurassic Park †
1993-08-08,1,The Fugitive
1993-08-08,1,Jurassic Park †
1993-08-10,1,Les Visiteurs †
1993-08-11,1,Sleepless in Seattle
1993-08-12,1,The Piano
1993-08-13,1,Jurassic Park †
1993-08-15,1,Jurassic Park †
1993-08-15,1,The Fugitive
1993-08-17,1,Last Action Hero
1993-08-18,1,The Fugitive
1993-08-19,1,The Piano
1993-08-20,1,Jurassic Park †
1993-08-22,1,Jurassic Park †
1993-08-22,1,The Fugitive
1993-08-24,1,Last Action Hero
1993-08-25,1,The Fugitive
1993-08-26,1,The Piano
1993-08-27,1,Jurassic Park †
1993-08-29,1,Jurassic Park †
1993-08-29,1,The Fugitive
1993-08-31,1,Hot Shots! Part Deux
1993-09-01,1,The Fugitive
1993-09-02,1,The Piano
1993-09-03,1,Jurassic Park †
1993-09-05,1,Jurassic Park †
1993-09-07,1,The Fugitive
1993-09-08,1,Jurassic Park †
1993-09-09,1,The Piano
1993-09-10,1,Jurassic Park †
1993-09-12,1,The Fugitive
1993-09-12,1,The Firm
1993-09-14,1,The Fugitive
1993-09-15,1,Jurassic Park †
1993-09-16,1,The Fugitive
1993-09-17,1,Jurassic Park †
1993-09-19,1,Striking Distance
1993-09-19,1,The Firm
1993-09-21,1,The Fugitive
1993-09-22,1,Jurassic Park †
1993-09-23,1,Jurassic Park †
1993-09-24,1,The Fugitive
1993-09-26,1,The Good Son
1993-09-26,1,The Fugitive
1993-09-28,1,The Fugitive
1993-09-29,1,Jurassic Park †
1993-09-30,1,Jurassic Park †
1993-10-01,1,The Fugitive
1993-10-03,1,The Fugitive
1993-10-03,1,Malice
1993-10-05,1,Germinal
1993-10-06,1,Jurassic Park †
1993-10-07,1,Jurassic Park †
1993-10-08,1,The Fugitive
1993-10-10,1,The Fugitive
1993-10-12,1,Germinal
1993-10-13,1,Jurassic Park †
1993-10-14,1,Jurassic Park †
1993-10-15,1,The Fugitive
1993-10-17,1,The Fugitive
1993-10-17,1,Demolition Man
1993-10-19,1,Germinal
1993-10-20,1,Jurassic Park †
1993-10-21,1,Jurassic Park †
1993-10-22,1,The Fugitive
1993-10-24,1,The Beverly Hillbillies
1993-10-24,1,The Fugitive
1993-10-26,1,Jurassic Park
1993-10-27,1,In the Line of Fire
1993-10-28,1,The Firm
1993-10-29,1,The Fugitive
1993-10-31,1,The Fugitive
1993-10-31,1,The Nightmare Before Christmas
1993-11-02,1,Jurassic Park
1993-11-03,1,Rising Sun
1993-11-04,1,Cliffhanger
1993-11-05,1,Sliver
1993-11-07,1,The Fugitive
1993-11-07,1,The Nightmare Before Christmas
1993-11-09,1,Jurassic Park
1993-11-10,1,Rising Sun
1993-11-11,1,Cliffhanger
1993-11-12,1,Sliver
1993-11-14,1,Demolition Man
1993-11-14,1,The Three Musketeers
1993-11-16,1,Jurassic Park
1993-11-17,1,Point of No Return
1993-11-18,1,The Man Without a Face
1993-11-19,1,Sliver
1993-11-21,1,Demolition Man
1993-11-21,1,Addams Family Values
1993-11-23,1,Jurassic Park
1993-11-24,1,Malice
1993-11-25,1,Rising Sun
1993-11-26,1,Sliver
1993-11-28,1,Mrs. Doubtfire
1993-11-28,1,Demolition Man
1993-11-30,1,Aladdin
1993-12-01,1,Addams Family Values
1993-12-02,1,Rising Sun
1993-12-03,1,Sliver
1993-12-05,1,Mrs. Doubtfire
1993-12-05,1,Aladdin
1993-12-07,1,Aladdin
1993-12-08,1,Demolition Man
1993-12-09,1,Aladdin
1993-12-10,1,Cliffhanger
1993-12-12,1,Aladdin
1993-12-12,1,Wayne's World 2
1993-12-14,1,Aladdin
1993-12-15,1,Demolition Man
1993-12-16,1,Aladdin
1993-12-17,1,Cliffhanger
1993-12-19,1,The Pelican Brief
1993-12-19,1,Aladdin
1993-12-21,1,Aladdin
1993-12-22,1,Mrs. Doubtfire
1993-12-23,1,Aladdin
1993-12-24,1,Cliffhanger
1993-12-26,1,Aladdin
1993-12-26,1,The Pelican Brief
1993-12-28,1,Aladdin
1993-12-29,1,Mrs. Doubtfire
1993-12-30,1,Son of the Pink Panther
1993-12-31,1,Cliffhanger
1994-01-02,1,Mrs. Doubtfire
1994-01-02,1,Aladdin
1994-01-04,1,Aladdin
1994-01-05,1,Mrs. Doubtfire
1994-01-06,1,Aladdin
1994-01-07,1,Cliffhanger †
1994-01-09,1,Aladdin
1994-01-09,1,Mrs. Doubtfire
1994-01-11,1,Aladdin
1994-01-12,1,Mrs. Doubtfire
1994-01-13,1,Aladdin
1994-01-14,1,Cliffhanger †
1994-01-16,1,Philadelphia
1994-01-16,1,A Perfect World
1994-01-18,1,Striking Distance
1994-01-19,1,Mrs. Doubtfire
1994-01-20,1,Aladdin
1994-01-21,1,Cliffhanger †
1994-01-23,1,Philadelphia
1994-01-23,1,Demolition Man
1994-01-24,1,Striking Distance
1994-01-26,1,Mrs. Doubtfire
1994-01-27,1,Tombstone
1994-01-28,1,Cliffhanger †
1994-01-30,1,Mrs. Doubtfire
1994-01-30,1,Mr. Jones
1994-02-01,1,La Vengeance d'une blonde
1994-02-02,1,Mrs. Doubtfire
1994-02-03,1,Mrs. Doubtfire
1994-02-04,1,Cliffhanger †
1994-02-06,1,Ace Ventura: Pet Detective
1994-02-06,1,Mrs. Doubtfire
1994-02-08,1,Demolition Man
1994-02-09,1,Mrs. Doubtfire
1994-02-10,1,Mrs. Doubtfire
1994-02-11,1,Cliffhanger †
1994-02-13,1,Ace Ventura: Pet Detective
1994-02-13,1,Mrs. Doubtfire
1994-02-15,1,Mrs. Doubtfire
1994-02-16,1,Mrs. Doubtfire
1994-02-17,1,Mrs. Doubtfire
1994-02-18,1,Cliffhanger †
1994-02-20,1,On Deadly Ground
1994-02-20,1,Mrs. Doubtfire
1994-02-22,1,Mrs. Doubtfire
1994-02-23,1,The Good Son
1994-02-24,1,Mrs. Doubtfire
1994-02-25,1,Cool Runnings
1994-02-27,1,Ace Ventura: Pet Detective
1994-02-27,1,Mrs. Doubtfire
1994-03-01,1,Mrs. Doubtfire
1994-03-02,1,Schindler's List
1994-03-03,1,Mrs. Doubtfire
1994-03-04,1,Schindler's List
1994-03-06,1,Ace Ventura: Pet Detective
1994-03-06,1,Mrs. Doubtfire
1994-03-08,1,Mrs. Doubtfire
1994-03-09,1,Cool Runnings
1994-03-10,1,Philadelphia
1994-03-11,1,Schindler's List
1994-03-13,1,Guarding Tess
1994-03-13,1,Philadelphia
1994-03-15,1,La Cité de la peur
1994-03-16,1,The Pelican Brief
1994-03-17,1,Schindler's List
1994-03-18,1,The Three Musketeers
1994-03-20,1,Naked Gun 33+1⁄3: The Final Insult
1994-03-20,1,Philadelphia
1994-03-22,1,La Cité de la peur
1994-03-23,1,The Pelican Brief
1994-03-24,1,Schindler's List
1994-03-25,1,Schindler's List
1994-03-27,1,Schindler's List
1994-03-27,1,D2: The Mighty Ducks
1994-03-29,1,Schindler's List
1994-03-30,1,Cool Runnings
1994-03-30,1,Schindler's List
1994-04-01,1,Schindler's List
1994-04-03,1,Schindler's List
1994-04-03,1,Major League II
1994-04-05,1,The Aristocats
1994-04-06,1,Lightning Jack
1994-04-07,1,Beethoven's 2nd
1994-04-08,1,Schindler's List
1994-04-10,1,Schindler's List
1994-04-10,1,D2: The Mighty Ducks
1994-04-12,1,The Aristocats
1994-04-13,1,Lightning Jack
1994-04-14,1,Schindler's List
1994-04-15,1,Mrs. Doubtfire
1994-04-17,1,Four Weddings and a Funeral
1994-04-17,1,Schindler's List
1994-04-19,1,The Aristocats
1994-04-20,1,Cool Runnings
1994-04-21,1,Schindler's List
1994-04-22,1,Mrs. Doubtfire
1994-04-24,1,My Life
1994-04-24,1,Bad Girls
1994-04-26,1,The Aristocats
1994-04-27,1,Intersection
1994-04-28,1,Schindler's List
1994-04-29,1,Mrs. Doubtfire
1994-05-01,1,My Life
1994-05-01,1,No Escape
1994-05-03,1,Cool Runnings
1994-05-04,1,Ace Ventura: Pet Detective
1994-05-05,1,Ace Ventura: Pet Detective
1994-05-06,1,Mrs. Doubtfire
1994-05-08,1,With Honors
1994-05-10,1,Four Weddings and a Funeral
1994-05-11,1,Four Weddings and a Funeral
1994-05-12,1,Ace Ventura: Pet Detective
1994-05-13,1,Mrs. Doubtfire
1994-05-15,1,Naked Gun 33 1⁄3: The Final Insult
1994-05-15,1,The Crow
1994-05-17,1,Four Weddings and a Funeral
1994-05-18,1,Four Weddings and a Funeral
1994-05-19,1,Four Weddings and a Funeral †
1994-05-20,1,Mrs. Doubtfire
1994-05-22,1,Maverick
1994-05-22,1,Naked Gun 33 1⁄3: The Final Insult
1994-05-24,1,La Reine Margot
1994-05-25,1,Four Weddings and a Funeral
1994-05-26,1,Four Weddings and a Funeral †
1994-05-27,1,Mrs. Doubtfire
1994-05-29,1,The Flintstones
1994-05-29,1,Three Colours: Red
1994-05-31,1,Grosse Fatigue
1994-06-01,1,Four Weddings and a Funeral
1994-06-02,1,Four Weddings and a Funeral †
1994-06-03,1,Mrs. Doubtfire
1994-06-05,1,The Flintstones
1994-06-05,1,Three Colours: Red
1994-06-07,1,Grosse Fatigue
1994-06-08,1,Four Weddings and a Funeral
1994-06-09,1,Four Weddings and a Funeral †
1994-06-10,1,Mrs. Doubtfire
1994-06-12,1,Three Colours: Red
1994-06-12,1,Speed
1994-06-14,1,Four Weddings and a Funeral
1994-06-15,1,Maverick
1994-06-16,1,Four Weddings and a Funeral †
1994-06-17,1,Major League II
1994-06-19,1,Wolf
1994-06-19,1,Three Colours: Red
1994-06-21,1,Four Weddings and a Funeral
1994-06-22,1,Maverick
1994-06-23,1,Four Weddings and a Funeral †
1994-06-24,1,Major League II
1994-06-26,1,Three Colours: Red
1994-06-26,1,The Lion King †
1994-06-28,1,Four Weddings and a Funeral
1994-06-29,1,Maverick
1994-06-30,1,Four Weddings and a Funeral †
1994-07-01,1,Major League II
1994-07-03,1,Three Colours: Red
1994-07-03,1,The Lion King †
1994-07-05,1,Four Weddings and a Funeral
1994-07-06,1,Speed
1994-07-07,1,Four Weddings and a Funeral †
1994-07-08,1,Wyatt Earp
1994-07-10,1,Forrest Gump
1994-07-10,1,Three Colours: Red
1994-07-12,1,Four Weddings and a Funeral
1994-07-13,1,Speed
1994-07-14,1,Four Weddings and a Funeral †
1994-07-15,1,Wyatt Earp
1994-07-17,1,Three Colours: Red
1994-07-17,1,True Lies
1994-07-19,1,Four Weddings and a Funeral
1994-07-20,1,Speed
1994-07-21,1,Maverick
1994-07-22,1,Pom Poko
1994-07-24,1,Forrest Gump
1994-07-24,1,Three Colours: Red
1994-07-26,1,Four Weddings and a Funeral
1994-07-27,1,Speed
1994-07-28,1,The Flintstones
1994-07-29,1,The Lion King
1994-07-31,1,Three Colours: Red
1994-07-31,1,The Mask
1994-08-02,1,Four Weddings and a Funeral
1994-08-03,1,Speed
1994-08-04,1,The Flintstones
1994-08-05,1,The Lion King
1994-08-07,1,Three Colours: Red
1994-08-07,1,Clear and Present Danger
1994-08-09,1,Maverick
1994-08-10,1,Speed
1994-08-11,1,The Flintstones
1994-08-12,1,The Lion King
1994-08-14,1,Three Colours: Red
1994-08-14,1,Clear and Present Danger
1994-08-16,1,Maverick
1994-08-17,1,Speed
1994-08-18,1,True Lies
1994-08-19,1,The Lion King
1994-08-21,1,Forrest Gump
1994-08-21,1,Three Colours: Red
1994-08-23,1,Beverly Hills Cop III
1994-08-24,1,Speed
1994-08-25,1,The Mask
1994-08-26,1,The Lion King
1994-08-28,1,Natural Born Killers
1994-08-28,1,Ace Ventura: Pet Detective
1994-08-30,1,Speed
1994-08-31,1,The Lion King †
1994-09-01,1,The Mask
1994-09-02,1,The Lion King
1994-09-04,1,Forrest Gump
1994-09-04,1,Ace Ventura: Pet Detective
1994-09-06,1,Speed
1994-09-07,1,The Lion King †
1994-09-08,1,The Mask
1994-09-09,1,When a Man Loves a Woman
1994-09-11,1,Forrest Gump
1994-09-11,1,Ace Ventura: Pet Detective
1994-09-13,1,Speed
1994-09-14,1,The Lion King †
1994-09-15,1,The Mask
1994-09-16,1,True Lies
1994-09-18,1,Wolf
1994-09-18,1,Timecop
1994-09-20,1,Léon: The Professional
1994-09-21,1,The Flintstones
1994-09-22,1,Clear and Present Danger
1994-09-23,1,True Lies
1994-09-25,1,True Lies
1994-09-25,1,Timecop
1994-09-27,1,Léon: The Professional
1994-09-28,1,The Flintstones
1994-09-29,1,Clear and Present Danger
1994-09-30,1,True Lies
1994-10-02,1,The Crow
1994-10-02,1,The River Wild
1994-10-04,1,Léon: The Professional
1994-10-05,1,The Lion King †
1994-10-06,1,Speed
1994-10-07,1,True Lies
1994-10-09,1,The Flintstones
1994-10-09,1,The Specialist
1994-10-11,1,Forrest Gump
1994-10-12,1,Clear and Present Danger
1994-10-13,1,Forrest Gump
1994-10-14,1,True Lies
1994-10-16,1,The Flintstones
1994-10-16,1,Pulp Fiction
1994-10-18,1,True Lies
1994-10-19,1,Muriel's Wedding
1994-10-20,1,The Lion King
1994-10-21,1,True Lies
1994-10-23,1,Pulp Fiction
1994-10-23,1,The Flintstones
1994-10-25,1,True Lies
1994-10-26,1,The Specialist
1994-10-27,1,The Lion King
1994-10-28,1,True Lies
1994-10-30,1,Stargate
1994-10-30,1,The Monster †
1994-11-01,1,The Mask
1994-11-01,1,American Pie 2
1994-11-02,1,Muriel's Wedding
1994-11-03,1,The Lion King
1994-11-04,1,True Lies
1994-11-06,1,The Monster †
1994-11-06,1,Stargate
1994-11-08,1,The Mask
1994-11-09,1,Muriel's Wedding
1994-11-10,1,Mary Shelley's Frankenstein
1994-11-11,1,True Lies
1994-11-13,1,The Monster †
1994-11-13,1,Interview with the Vampire
1994-11-15,1,The Specialist
1994-11-16,1,Muriel's Wedding
1994-11-17,1,Mary Shelley's Frankenstein
1994-11-18,1,True Lies
1994-11-20,1,The Monster †
1994-11-20,1,Star Trek Generations
1994-11-22,1,The Specialist
1994-11-23,1,Forrest Gump
1994-11-24,1,The Lion King
1994-11-25,1,True Lies
1994-11-27,1,The Lion King
1994-11-27,1,The Santa Clause
1994-11-29,1,The Lion King †
1994-11-30,1,Forrest Gump
1994-12-01,1,Highlander III: The Sorcerer
1994-12-02,1,True Lies
1994-12-04,1,The Lion King
1994-12-04,1,The Santa Clause
1994-12-06,1,The Lion King †
1994-12-07,1,Forrest Gump
1994-12-08,1,Miracle on 34th Street
1994-12-09,1,Speed
1994-12-11,1,Disclosure
1994-12-11,1,The Lion King
1994-12-13,1,The Lion King †
1994-12-14,1,The Mask
1994-12-15,1,Miracle on 34th Street
1994-12-16,1,Speed
1994-12-18,1,The Lion King
1994-12-18,1,Dumb and Dumber
1994-12-20,1,The Lion King †
1994-12-21,1,The Mask
1994-12-22,1,Miracle on 34th Street
1994-12-23,1,Speed
1994-12-27,1,The Lion King †
1994-12-28,1,Interview with the Vampire
1994-12-29,1,Miracle on 34th Street
1994-12-30,1,Speed
1995-01-01,1,The Lion King
1995-01-03,1,The Lion King
1995-01-04,1,Interview with the Vampire
1995-01-05,1,The Specialist
1995-01-06,1,Speed
1995-01-08,1,Dumb and Dumber
1995-01-08,1,"S.P.Q.R.: 2,000 and a Half Years Ago"
1995-01-10,1,Un indien dans la ville †
1995-01-11,1,The Mask
1995-01-12,1,Timecop
1995-01-13,1,Speed
1995-01-15,1,The Mask
1995-01-17,1,Un indien dans la ville †
1995-01-18,1,Disclosure
1995-01-19,1,Stargate
1995-01-20,1,Speed
1995-01-22,1,Stargate †
1995-01-22,1,Legends of the Fall
1995-01-24,1,Un indien dans la ville †
1995-01-25,1,Disclosure
1995-01-26,1,Interview with the Vampire
1995-01-27,1,Speed
1995-01-29,1,Legends of the Fall
1995-01-29,1,Stargate †
1995-01-31,1,Un indien dans la ville †
1995-02-01,1,Terminal Velocity
1995-02-02,1,Interview with the Vampire
1995-02-03,1,Speed
1995-02-05,1,Legends of the Fall
1995-02-05,1,Stargate †
1995-02-07,1,Stargate
1995-02-08,1,Terminal Velocity
1995-02-09,1,Interview with the Vampire
1995-02-10,1,Speed
1995-02-12,1,Stargate †
1995-02-12,1,Billy Madison
1995-02-14,1,French Twist
1995-02-15,1,Nell
1995-02-16,1,Star Trek Generations
1995-02-17,1,Mary Shelley's Frankenstein
1995-02-19,1,Mary Shelley's Frankenstein
1995-02-21,1,French Twist
1995-02-22,1,Stargate
1995-02-23,1,Star Trek Generations
1995-02-24,1,Mary Shelley's Frankenstein
1995-02-26,1,The Brady Bunch Movie
1995-02-26,1,Nell
1995-02-28,1,French Twist
1995-03-01,1,Stargate
1995-03-02,1,Natural Born Killers
1995-03-03,1,The Mask
1995-03-05,1,Man of the House
1995-03-05,1,Nell
1995-03-07,1,French Twist
1995-03-08,1,Legends of the Fall
1995-03-09,1,Natural Born Killers
1995-03-10,1,The Mask
1995-03-12,1,Men Men Men
1995-03-12,1,Outbreak
1995-03-14,1,French Twist
1995-03-15,1,Legends of the Fall
1995-03-16,1,Disclosure
1995-03-17,1,Forrest Gump
1995-03-19,1,Prêt-à-Porter
1995-03-19,1,Outbreak
1995-03-21,1,A French Woman
1995-03-22,1,Dumb and Dumber
1995-03-23,1,Disclosure
1995-03-24,1,Forrest Gump
1995-03-26,1,Prêt-à-Porter
1995-03-26,1,Outbreak
1995-03-28,1,Les Misérables
1995-03-29,1,Dumb and Dumber
1995-03-30,1,Disclosure
1995-03-31,1,Forrest Gump
1995-04-02,1,Tommy Boy
1995-04-02,1,Forrest Gump
1995-04-04,1,Les Misérables
1995-04-05,1,Star Trek Generations
1995-04-06,1,Disclosure
1995-04-07,1,Forrest Gump
1995-04-09,1,Léon: The Professional
1995-04-09,1,Bad Boys
1995-04-11,1,One Hundred and One Dalmatians
1995-04-12,1,Dumb and Dumber
1995-04-12,1,The Brady Bunch Movie
1995-04-14,1,Forrest Gump
1995-04-16,1,Bad Boys
1995-04-16,1,Léon: The Professional
1995-04-18,1,One Hundred and One Dalmatians
1995-04-19,1,Dumb and Dumber
1995-04-21,1,Forrest Gump
1995-04-23,1,Léon: The Professional
1995-04-23,1,While You Were Sleeping
1995-04-25,1,One Hundred and One Dalmatians
1995-04-26,1,Dumb and Dumber
1995-04-27,1,Dumb and Dumber
1995-04-28,1,Forrest Gump
1995-04-30,1,While You Were Sleeping
1995-04-30,1,La scuola
1995-05-02,1,One Hundred and One Dalmatians
1995-05-03,1,Bad Boys
1995-05-04,1,Legends of the Fall
1995-05-05,1,Forrest Gump
1995-05-07,1,French Kiss
1995-05-07,1,La scuola
1995-05-09,1,One Hundred and One Dalmatians
1995-05-10,1,While You Were Sleeping
1995-05-11,1,Muriel's Wedding
1995-05-12,1,Outbreak
1995-05-14,1,Crimson Tide
1995-05-14,1,La scuola
